grod_id,type,lon,lat,sword_reach_id,distance_to_sword
37,Dam,-117.51787662506104,49.45419131267377,78268300024,95.8108605501782
38,Dam,-117.50279188156128,49.03004619333794,78266100064,37.698606519320265
39,Dam,-117.46687173843384,49.467412881517625,78268300064,117.43452417297661
40,Dam,-117.41271257400513,48.78033066552609,78266100134,39.88784978227681
41,Dam,-117.34851121902466,48.986948247914036,78266100094,50.01270849748369
42,Dam,-117.24265515804291,43.64188687344577,78296000054,43.87351870370766
43,Dam,-116.94813251495361,50.25311857733413,78268400084,6.020086941754569
44,Dam,-116.90322160720825,44.83832026224035,78291000134,216.19095259466826
45,Dam,-116.83539390563965,44.97183444133314,78291000114,246.38508309322117
46,Dam,-116.70054316520691,45.24273714650522,78291000084,22.050721900685783
47,Dam,-116.43650114536285,43.9303264776538,78291000364,84.253163411753
48,Dam,-116.37970805168152,43.24295581398854,78297000074,5.694935856797906
49,Dam,-116.29444599151611,46.5141060480901,78270600224,84.2408400263177
50,Dam,-116.05740308761597,48.08563358800425,78266300064,28.499298463619503
51,Dam,-115.97588539123535,42.949857774556534,78297000134,377.1602503901939
52,Dam,-115.97489833831787,42.94839710397679,78297000134,279.4369397525962
53,Dam,-115.7334458828791,47.96083996339119,78266300114,10.017730785940257
54,Dam,-115.35520076751709,47.59201175908546,78266300174,123.90934125999762
55,Dam,-115.31473159790039,48.410545180412186,78268500294,84.63312396976598
56,Dam,-115.07111191749573,42.91325203512792,78299100114,96.46961942825355
57,Dam,-114.90392446517944,42.841831870777774,78299100144,9.25808027298142
58,Dam,-114.73718762397766,36.016094613277964,77233000264,87.37147781665618
59,Dam,-114.56984996795654,35.195992984905224,77233000134,44.69019884236264
60,Dam,-114.51153874397278,33.73198664895685,77231000164,43.190887856451376
61,Dam,-114.49998915195465,32.828114874326786,77231000024,160.7024053847085
62,Dam,-114.46756124234525,32.8832272182057,77231000054,100.50294485722232
63,Dam,-114.35506939888,42.58932269775369,78299100324,107.26053985853716
64,Dam,-114.27702784538269,34.168560450939594,77231000244,278.15405410101937
